scan_date,analysis_date,ticker,name,market,industry,grade,score,vol_ratio,close_strength,day_chg_pct,gap_pct,surge_day,industry_rank_pct,rsi,inst_consec_days,close_price,score_breakdown,flags
2026-05-14,2026-05-14,3189,景碩,TSE,半導體業,SURGE_BETA,52,1.78,0.87,7.89,2.43,1,88.9,53.9,0,533.0,"{""vol_ratio"": 6, ""close_strength"": 8, ""inst_buy_fresh"": 0, ""industry_strength"": 10, ""pocket_pivot"": 12, ""breakaway_gap"": 4, ""relative_strength"": 8, ""breakout_20d"": 0, ""rsi_healthy"": 0, ""margin_not_hot"": 2, ""inst_synergy"": 0, ""margin_declining"": 0, ""inst_cumulative_flow"": 0, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 7}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.78x|CLOSE_STRONG:0.87|IND_HOT:89|POCKET_PIVOT|GAP_PARTIAL:2.4%|RS:+9.1%|RSI_WEAK:53.9|MARGIN_WARM:16.1%|BB_WIDE:0.386|IND_HEAT_HOT:97|IND_ACCEL|INTL_TAIL:+3
2026-05-14,2026-05-14,3005,神基,TSE,電腦及週邊設備業,SURGE_BETA,51,6.42,0.76,6.6,0.0,1,55.6,42.0,0,105.0,"{""vol_ratio"": 8, ""close_strength"": 5, ""inst_buy_fresh"": 0, ""industry_strength"": 0, ""pocket_pivot"": 12, ""breakaway_gap"": 0, ""relative_strength"": 8, ""breakout_20d"": 10, ""rsi_healthy"": 0, ""margin_not_hot"": 4, ""inst_synergy"": 0, ""margin_declining"": 0, ""inst_cumulative_flow"": 0, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 4, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 5}",SURGE_GATE_PASS|SURGE_DAY1|VOL_SURGE:6.42x|CLOSE_HEALTHY:0.76|IND_COLD:56|POCKET_PIVOT|RS:+7.8%|BREAKOUT_20D:105.00>103.50|RSI_WEAK:42.0|MARGIN_COOL:2.8%|BB_SQUEEZE_EXPAND:BB:0.054→0.078|IND_HEAT_HOT:91|IND_ACCEL
2026-05-14,2026-05-14,6411,晶焱,TPEx,半導體業,SURGE_BETA,51,5.97,0.48,1.3,-0.83,2,88.9,59.7,0,85.6,"{""vol_ratio"": 8, ""close_strength"": 2, ""inst_buy_fresh"": 0, ""industry_strength"": 10, ""pocket_pivot"": 0, ""breakaway_gap"": 0, ""relative_strength"": 8, ""breakout_20d"": 10, ""rsi_healthy"": 5, ""margin_not_hot"": 0, ""inst_synergy"": 0, ""margin_declining"": 0, ""inst_cumulative_flow"": 6, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 7}",SURGE_GATE_PASS|SURGE_DAY2|VOL_SURGE:5.97x|CLOSE_SOFT:0.48|IND_HOT:89|RS:+2.6%|BREAKOUT_20D:85.60>85.50|RSI_HEALTHY:59.7|QUIET_ACCUM:71%|BB_WIDE:0.126|MOMENTUM_WALK|IND_HEAT_HOT:97|IND_ACCEL|INTL_TAIL:+3
2026-05-14,2026-05-14,5392,能率,TPEx,光電業,SURGE_BETA,49,2.86,0.77,4.0,-0.61,1,66.7,55.1,0,42.9,"{""vol_ratio"": 8, ""close_strength"": 5, ""inst_buy_fresh"": 0, ""industry_strength"": 5, ""pocket_pivot"": 12, ""breakaway_gap"": 0, ""relative_strength"": 8, ""breakout_20d"": 0, ""rsi_healthy"": 5, ""margin_not_hot"": 0, ""inst_synergy"": 0, ""margin_declining"": 0, ""inst_cumulative_flow"": 3, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 4, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 4}",SURGE_GATE_PASS|SURGE_DAY1|VOL_SOLID:2.86x|CLOSE_HEALTHY:0.77|IND_WARM:67|POCKET_PIVOT|RS:+5.3%|RSI_HEALTHY:55.1|FLOW_ACCEL:5.3x|BB_SQUEEZE_EXPAND:BB:0.161→0.215|IND_ACCEL|INTL_TAIL:+2
2026-05-14,2026-05-14,3045,台灣大,TSE,通信網路業,SURGE_BETA,48,2.67,0.86,4.09,1.36,1,44.4,26.7,0,114.5,"{""vol_ratio"": 8, ""close_strength"": 8, ""inst_buy_fresh"": 0, ""industry_strength"": 0, ""pocket_pivot"": 12, ""breakaway_gap"": 8, ""relative_strength"": 8, ""breakout_20d"": 0, ""rsi_healthy"": 0, ""margin_not_hot"": 4, ""inst_synergy"": 0, ""margin_declining"": 3, ""inst_cumulative_flow"": 0, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 2}",SURGE_GATE_PASS|SURGE_DAY1|VOL_SOLID:2.67x|CLOSE_STRONG:0.86|IND_COLD:44|POCKET_PIVOT|GAP_FULL:1.4%|RS:+5.3%|RSI_WEAK:26.7|MARGIN_COOL:0.1%|MARGIN_DECLINING|BB_WIDE:0.052|IND_ACCEL
2026-05-14,2026-05-14,6284,佳邦,TPEx,電子零組件業,SURGE_BETA,48,2.91,0.49,3.37,2.16,1,77.8,41.3,5,86.0,"{""vol_ratio"": 8, ""close_strength"": 2, ""inst_buy_fresh"": 6, ""industry_strength"": 5, ""pocket_pivot"": 0, ""breakaway_gap"": 8, ""relative_strength"": 8, ""breakout_20d"": 0, ""rsi_healthy"": 0, ""margin_not_hot"": 0, ""inst_synergy"": 2, ""margin_declining"": 0, ""inst_cumulative_flow"": 9, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 5}",SURGE_GATE_PASS|SURGE_DAY1|VOL_SOLID:2.91x|CLOSE_SOFT:0.49|INST_FRESH:5D|IND_WARM:78|GAP_FULL:2.2%|RS:+4.6%|RSI_WEAK:41.3|INST_PCT_LOW:7.8%|FLOW_ACCEL:1.5x|QUIET_ACCUM:86%|BB_WIDE:0.207|IND_HEAT_HOT:84|IND_ACCEL
2026-05-14,2026-05-14,6425,易發,TPEx,電機機械,SURGE_BETA,48,1.54,0.93,4.04,0.45,2,22.2,43.2,1,92.6,"{""vol_ratio"": 6, ""close_strength"": 8, ""inst_buy_fresh"": 8, ""industry_strength"": 0, ""pocket_pivot"": 12, ""breakaway_gap"": 0, ""relative_strength"": 8, ""breakout_20d"": 0, ""rsi_healthy"": 0, ""margin_not_hot"": 0, ""inst_synergy"": 0, ""margin_declining"": 0, ""inst_cumulative_flow"": 9, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 2}",SURGE_GATE_PASS|SURGE_DAY2|VOL_MILD:1.54x|CLOSE_STRONG:0.93|INST_FRESH:1D|IND_COLD:22|POCKET_PIVOT|RS:+5.3%|RSI_WEAK:43.2|FLOW_ACCEL:2.9x|QUIET_ACCUM:57%|BB_WIDE:0.207|IND_ACCEL
2026-05-14,2026-05-14,3406,玉晶光,TSE,光電業,SURGE_BETA,47,2.68,0.97,6.12,0.19,1,66.7,47.9,0,555.0,"{""vol_ratio"": 8, ""close_strength"": 8, ""inst_buy_fresh"": 0, ""industry_strength"": 5, ""pocket_pivot"": 12, ""breakaway_gap"": 0, ""relative_strength"": 8, ""breakout_20d"": 0, ""rsi_healthy"": 0, ""margin_not_hot"": 4, ""inst_synergy"": 0, ""margin_declining"": 3, ""inst_cumulative_flow"": 0, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 4}",SURGE_GATE_PASS|SURGE_DAY1|VOL_SOLID:2.68x|CLOSE_STRONG:0.97|IND_WARM:67|POCKET_PIVOT|RS:+7.4%|RSI_WEAK:47.9|MARGIN_COOL:7.3%|MARGIN_DECLINING|BB_WIDE:0.112|IND_ACCEL|INTL_TAIL:+2
2026-05-14,2026-05-14,4971,IET-KY,TPEx,半導體業,SURGE_BETA,47,4.13,0.73,2.01,0.0,2,88.9,43.0,0,811.0,"{""vol_ratio"": 10, ""close_strength"": 5, ""inst_buy_fresh"": 0, ""industry_strength"": 10, ""pocket_pivot"": 12, ""breakaway_gap"": 0, ""relative_strength"": 8, ""breakout_20d"": 0, ""rsi_healthy"": 0, ""margin_not_hot"": 0, ""inst_synergy"": 0, ""margin_declining"": 0, ""inst_cumulative_flow"": 0, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 7}",SURGE_GATE_PASS|SURGE_DAY2|VOL_IDEAL:4.13x|CLOSE_HEALTHY:0.73|IND_HOT:89|POCKET_PIVOT|RS:+3.3%|RSI_WEAK:43.0|BB_WIDE:0.297|IND_HEAT_HOT:97|IND_ACCEL|INTL_TAIL:+3
2026-05-14,2026-05-14,5439,高技,TPEx,電子零組件業,SURGE_BETA,47,1.84,1.0,7.87,1.57,1,77.8,34.3,0,411.0,"{""vol_ratio"": 6, ""close_strength"": 8, ""inst_buy_fresh"": 0, ""industry_strength"": 5, ""pocket_pivot"": 12, ""breakaway_gap"": 8, ""relative_strength"": 8, ""breakout_20d"": 0, ""rsi_healthy"": 0, ""margin_not_hot"": 0, ""inst_synergy"": 0, ""margin_declining"": 0, ""inst_cumulative_flow"": 0, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 5}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.84x|CLOSE_STRONG:1.00|IND_WARM:78|POCKET_PIVOT|GAP_FULL:1.6%|RS:+9.1%|RSI_WEAK:34.3|BB_WIDE:0.191|IND_HEAT_HOT:84|IND_ACCEL
2026-05-14,2026-05-14,6419,京晨科,TPEx,光電業,SURGE_BETA,46,6.63,0.42,15.95,17.61,1,66.7,54.1,3,174.5,"{""vol_ratio"": 8, ""close_strength"": 2, ""inst_buy_fresh"": 6, ""industry_strength"": 5, ""pocket_pivot"": 0, ""breakaway_gap"": 0, ""relative_strength"": 8, ""breakout_20d"": 10, ""rsi_healthy"": 0, ""margin_not_hot"": 0, ""inst_synergy"": 2, ""margin_declining"": 0, ""inst_cumulative_flow"": 6, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 4}",SURGE_GATE_PASS|SURGE_DAY1|VOL_SURGE:6.63x|CLOSE_SOFT:0.42|INST_FRESH:3D|IND_WARM:67|RS:+17.2%|BREAKOUT_20D:174.50>161.00|RSI_WEAK:54.1|INST_PCT_LOW:6.7%|QUIET_ACCUM:57%|BB_WIDE:0.314|IND_ACCEL|INTL_TAIL:+2
2026-05-14,2026-05-14,1582,信錦,TSE,電子零組件業,SURGE_BETA,45,1.91,0.53,7.68,4.45,1,77.8,27.7,0,96.7,"{""vol_ratio"": 6, ""close_strength"": 2, ""inst_buy_fresh"": 0, ""industry_strength"": 5, ""pocket_pivot"": 12, ""breakaway_gap"": 8, ""relative_strength"": 8, ""breakout_20d"": 0, ""rsi_healthy"": 0, ""margin_not_hot"": 4, ""inst_synergy"": 0, ""margin_declining"": 0, ""inst_cumulative_flow"": 0, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 5}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.91x|CLOSE_SOFT:0.53|IND_WARM:78|POCKET_PIVOT|GAP_FULL:4.5%|RS:+8.9%|RSI_WEAK:27.7|MARGIN_COOL:14.6%|BB_WIDE:0.259|IND_HEAT_HOT:84|IND_ACCEL
2026-05-14,2026-05-14,2355,敬鵬,TSE,電子零組件業,SURGE_BETA,44,3.0,0.72,6.2,0.0,1,77.8,45.9,0,54.8,"{""vol_ratio"": 8, ""close_strength"": 5, ""inst_buy_fresh"": 0, ""industry_strength"": 5, ""pocket_pivot"": 12, ""breakaway_gap"": 0, ""relative_strength"": 8, ""breakout_20d"": 0, ""rsi_healthy"": 0, ""margin_not_hot"": 2, ""inst_synergy"": 0, ""margin_declining"": 3, ""inst_cumulative_flow"": 0, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 5}",SURGE_GATE_PASS|SURGE_DAY1|VOL_SOLID:3.00x|CLOSE_HEALTHY:0.72|IND_WARM:78|POCKET_PIVOT|RS:+7.5%|RSI_WEAK:45.9|MARGIN_WARM:16.5%|MARGIN_DECLINING|BB_WIDE:0.093|IND_HEAT_HOT:84|IND_ACCEL
2026-05-14,2026-05-14,4571,鈞興-KY,TSE,電機機械,SURGE_BETA,44,2.2,0.64,3.61,0.52,1,22.2,67.0,0,201.0,"{""vol_ratio"": 8, ""close_strength"": 5, ""inst_buy_fresh"": 0, ""industry_strength"": 0, ""pocket_pivot"": 12, ""breakaway_gap"": 4, ""relative_strength"": 8, ""breakout_20d"": 0, ""rsi_healthy"": 5, ""margin_not_hot"": 2, ""inst_synergy"": 0, ""margin_declining"": 0, ""inst_cumulative_flow"": 0, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 2, ""bb_upper_walk"": 0, ""market_heat"": 2}",SURGE_GATE_PASS|SURGE_DAY1|VOL_SOLID:2.20x|CLOSE_HEALTHY:0.64|IND_COLD:22|POCKET_PIVOT|GAP_PARTIAL:0.5%|RS:+4.9%|RSI_HEALTHY:67.0|MARGIN_WARM:15.5%|BB_WIDE:0.347|MA5_WALK|IND_ACCEL
2026-05-14,2026-05-14,2412,中華電,TSE,通信網路業,SURGE_BETA,42,2.16,0.67,1.48,0.74,1,44.4,40.0,0,137.5,"{""vol_ratio"": 8, ""close_strength"": 5, ""inst_buy_fresh"": 0, ""industry_strength"": 0, ""pocket_pivot"": 12, ""breakaway_gap"": 4, ""relative_strength"": 8, ""breakout_20d"": 0, ""rsi_healthy"": 0, ""margin_not_hot"": 4, ""inst_synergy"": 0, ""margin_declining"": 3, ""inst_cumulative_flow"": 0, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 2}",SURGE_GATE_PASS|SURGE_DAY1|VOL_SOLID:2.16x|CLOSE_HEALTHY:0.67|IND_COLD:44|POCKET_PIVOT|GAP_PARTIAL:0.7%|RS:+2.7%|RSI_WEAK:40.0|MARGIN_COOL:0.0%|MARGIN_DECLINING|BB_WIDE:0.020|IND_ACCEL
2026-05-14,2026-05-14,4903,聯光通,TPEx,通信網路業,SURGE_BETA,42,2.61,0.54,11.49,9.23,1,44.4,20.9,3,49.5,"{""vol_ratio"": 8, ""close_strength"": 2, ""inst_buy_fresh"": 6, ""industry_strength"": 0, ""pocket_pivot"": 12, ""breakaway_gap"": 8, ""relative_strength"": 8, ""breakout_20d"": 0, ""rsi_healthy"": 0, ""margin_not_hot"": 0, ""inst_synergy"": 0, ""margin_declining"": 0, ""inst_cumulative_flow"": 0, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 2}",SURGE_GATE_PASS|SURGE_DAY1|VOL_SOLID:2.61x|CLOSE_SOFT:0.54|INST_FRESH:3D|IND_COLD:44|POCKET_PIVOT|GAP_FULL:9.2%|RS:+12.7%|RSI_WEAK:20.9|BB_WIDE:0.251|IND_ACCEL
2026-05-14,2026-05-14,6465,威潤,TPEx,通信網路業,SURGE_BETA,42,2.11,1.0,9.95,8.48,1,44.4,24.1,0,48.6,"{""vol_ratio"": 8, ""close_strength"": 8, ""inst_buy_fresh"": 0, ""industry_strength"": 0, ""pocket_pivot"": 12, ""breakaway_gap"": 8, ""relative_strength"": 8, ""breakout_20d"": 0, ""rsi_healthy"": 0, ""margin_not_hot"": 0, ""inst_synergy"": 0, ""margin_declining"": 0, ""inst_cumulative_flow"": 0, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 2}",SURGE_GATE_PASS|SURGE_DAY1|VOL_SOLID:2.11x|CLOSE_STRONG:1.00|IND_COLD:44|POCKET_PIVOT|GAP_FULL:8.5%|RS:+11.2%|RSI_WEAK:24.1|BB_WIDE:0.298|IND_ACCEL
2026-05-14,2026-05-14,5498,凱崴,TPEx,電子零組件業,SURGE_BETA,41,1.64,0.8,6.49,1.93,1,77.8,37.6,0,77.1,"{""vol_ratio"": 6, ""close_strength"": 5, ""inst_buy_fresh"": 0, ""industry_strength"": 5, ""pocket_pivot"": 12, ""breakaway_gap"": 4, ""relative_strength"": 8, ""breakout_20d"": 0, ""rsi_healthy"": 0, ""margin_not_hot"": 0, ""inst_synergy"": 0, ""margin_declining"": 0, ""inst_cumulative_flow"": 0, ""ownership_concentration"": 0, ""daytrade_penalty"": 0, ""bb_squeeze"": 0, ""ma5_walk"": 0, ""bb_upper_walk"": 0, ""market_heat"": 5}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.64x|CLOSE_HEALTHY:0.80|IND_WARM:78|POCKET_PIVOT|GAP_PARTIAL:1.9%|RS:+7.7%|RSI_WEAK:37.6|BB_WIDE:0.261|IND_HEAT_HOT:84|IND_ACCEL
