signal_date,ticker,industry,grade,score,vol_ratio,day_chg_pct,gap_pct,close_strength,rsi,close_price,score_breakdown,flags,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15
2026-02-09,2436,半導體業,SURGE_ALPHA,58,3.21,6.17,2.43,0.73,61.2,56.79999923706055,"{'vol_ratio': 7, 'close_strength': 5, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY2|VOL_EXTREME:3.21x|CLOSE_HEALTHY:0.73|POCKET_PIVOT|GAP_FULL:2.4%|RS:+4.2%|BREAKOUT_20D:56.80>56.50|RSI_HEALTHY:61.2|BB_WIDE:0.183,2.11,4.58,7.75,5.99,5.46,9.51,5.28,1.76,-3.7,0.53,-2.46,-11.09,-6.51,-1.76,3.52
2026-02-09,3550,電子零組件業,SURGE_ALPHA,59,6.04,9.87,7.73,1.0,71.1,20.600000381469727,"{'vol_ratio': 2, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY2|VOL_HYPERCHASE:6.04x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_FULL:7.7%|RS:+7.9%|BREAKOUT_20D:20.60>18.75|RSI_HOT:71.1|BB_SQUEEZE_BREAK:BB:0.118→0.328,-1.21,-4.85,-8.01,-7.04,-11.17,-11.89,-10.44,-12.62,-19.17,-15.29,-19.9,-24.27,-23.06,-21.6,-18.93
2026-02-09,6290,電子零組件業,SURGE_ALPHA,69,4.54,8.43,2.91,0.83,55.4,186.5,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY1|VOL_EXTREME:4.54x|CLOSE_STRONG:0.83|POCKET_PIVOT|GAP_FULL:2.9%|RS:+6.5%|BREAKOUT_20D:186.50>175.50|RSI_HEALTHY:55.4|BB_SQUEEZE_BREAK:BB:0.091→0.137,-2.68,-0.54,5.09,12.6,13.94,21.72,14.21,15.82,15.28,26.54,28.42,15.82,9.38,18.5,15.82
2026-02-09,6462,半導體業,SURGE_BETA,44,2.76,8.37,3.72,0.82,26.5,116.5,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 0, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.76x|CLOSE_STRONG:0.82|GAP_FULL:3.7%|RS:+6.4%|RSI_WEAK:26.5|BB_SQUEEZE_BREAK:BB:0.060→0.123,-3.0,-6.44,-3.43,-2.15,4.72,3.0,-0.43,-2.15,-10.3,-9.01,-9.44,-14.59,-12.02,-8.58,-10.3
2026-02-10,8069,光電業,SURGE_BETA,42,2.49,5.41,1.99,0.5,48.5,185.0,"{'vol_ratio': 10, 'close_strength': 2, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.49x|CLOSE_SOFT:0.50|POCKET_PIVOT|GAP_FULL:2.0%|RS:+3.4%|RSI_WEAK:48.5|BB_WIDE:0.085,2.43,3.24,0.27,2.7,1.08,-0.54,-7.84,-17.03,-10.27,-10.81,-16.22,-14.05,-12.43,-14.05,-17.57
2026-02-11,2489,光電業,SURGE_ALPHA,57,4.51,7.54,2.58,0.87,64.3,27.100000381469727,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 4, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_EXTREME:4.51x|CLOSE_STRONG:0.87|POCKET_PIVOT|GAP_PARTIAL:2.6%|RS:+5.9%|BREAKOUT_20D:27.10>25.25|RSI_HEALTHY:64.3|BB_WIDE:0.494,9.96,20.85,32.84,46.13,60.7,48.71,53.14,60.33,61.07,45.02,30.63,38.19,38.75,52.58,54.61
2026-02-11,4908,通信網路業,SURGE_BETA,49,4.92,10.0,4.31,1.0,46.8,79.19999694824219,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 4}",SURGE_GATE_PASS|SURGE_DAY1|VOL_EXTREME:4.92x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_FULL:4.3%|RS:+8.4%|RSI_WEAK:46.8|BB_SQUEEZE_EXPAND:BB:0.085→0.124,5.43,8.84,8.21,9.97,20.96,32.58,25.51,28.79,23.11,10.86,11.36,19.32,22.22,33.84,31.94
2026-02-11,6291,半導體業,SURGE_BETA,52,3.74,9.94,3.38,1.0,72.5,271.6773376464844,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 4, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_EXTREME:3.74x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_PARTIAL:3.4%|RS:+8.3%|BREAKOUT_20D:271.68>247.60|RSI_HOT:72.5|BB_WIDE:0.529,1.99,4.88,-2.17,0.18,7.05,2.71,-3.8,-1.81,-3.98,-10.13,-4.16,5.42,15.91,23.15,23.15
2026-02-11,6530,通信網路業,SURGE_BETA,52,3.86,3.42,2.17,0.76,61.6,66.5999984741211,"{'vol_ratio': 7, 'close_strength': 5, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 4, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY2|VOL_EXTREME:3.86x|CLOSE_HEALTHY:0.76|POCKET_PIVOT|GAP_PARTIAL:2.2%|RS:+1.8%|RSI_HEALTHY:61.6|BB_SQUEEZE_BREAK:BB:0.072→0.161,1.05,8.26,9.61,10.66,13.51,24.77,12.31,14.26,17.12,5.41,11.41,17.42,17.42,23.42,18.62
2026-02-11,6727,電子零組件業,SURGE_BETA,47,4.25,6.91,2.76,0.69,55.2,193.5,"{'vol_ratio': 7, 'close_strength': 5, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_EXTREME:4.25x|CLOSE_HEALTHY:0.69|POCKET_PIVOT|GAP_FULL:2.8%|RS:+5.3%|RSI_HEALTHY:55.2|BB_WIDE:0.140,-1.03,0.0,9.82,8.01,13.44,10.59,4.65,4.13,4.91,-5.43,3.62,11.63,22.74,34.88,48.32
2026-02-23,2338,半導體業,SURGE_BETA,44,1.55,9.96,1.63,1.0,23.4,37.0,"{'vol_ratio': 6, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.55x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_FULL:1.6%|RS:+9.5%|RSI_WEAK:23.4|BB_WIDE:0.292,10.0,20.95,32.97,46.22,45.68,31.49,42.43,42.7,28.51,20.0,31.89,33.78,35.14,36.76,37.84
2026-02-23,2428,電子零組件業,SURGE_BETA,53,1.94,3.75,1.44,0.82,43.5,180.0,"{'vol_ratio': 6, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.94x|CLOSE_STRONG:0.82|POCKET_PIVOT|GAP_FULL:1.4%|RS:+3.2%|RSI_WEAK:43.5|BB_SQUEEZE_BREAK:BB:0.067→0.104,3.89,5.28,5.28,4.17,-0.56,-6.39,-3.06,-5.0,-12.5,-8.06,-10.28,-12.22,-11.11,-11.11,-8.61
2026-02-23,3008,光電業,SURGE_BETA,45,1.81,3.49,1.53,0.73,30.1,2319.491943359375,"{'vol_ratio': 6, 'close_strength': 5, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 4}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.81x|CLOSE_HEALTHY:0.73|POCKET_PIVOT|GAP_FULL:1.5%|RS:+3.0%|RSI_WEAK:30.1|BB_SQUEEZE_EXPAND:BB:0.069→0.096,2.53,1.9,6.33,3.59,3.38,-2.74,-0.42,0.42,-3.59,-2.95,0.84,-0.63,-1.05,-2.74,1.27
2026-02-23,3026,電子零組件業,SURGE_ALPHA,64,3.79,9.57,3.35,1.0,30.3,114.5,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY1|VOL_EXTREME:3.79x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_FULL:3.3%|RS:+9.1%|BREAKOUT_20D:114.50>113.50|RSI_WEAK:30.3|BB_SQUEEZE_BREAK:BB:0.066→0.109,3.06,4.8,3.93,0.44,-0.87,-7.86,-4.8,-4.37,-10.04,-8.3,-6.99,-7.86,-5.68,-5.68,-1.31
2026-02-23,3030,其他電子業,SURGE_BETA,44,1.78,6.22,1.62,0.72,55.6,196.5,"{'vol_ratio': 6, 'close_strength': 5, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 0, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.78x|CLOSE_HEALTHY:0.72|GAP_FULL:1.6%|RS:+5.7%|BREAKOUT_20D:196.50>195.00|RSI_HEALTHY:55.6|BB_WIDE:0.109,3.31,3.56,13.74,24.94,20.36,20.87,26.72,24.68,17.81,24.68,28.75,41.48,41.22,27.23,29.52
2026-02-23,3042,電子零組件業,SURGE_BETA,44,1.67,2.5,1.02,0.83,47.1,90.30000305175781,"{'vol_ratio': 6, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.67x|CLOSE_STRONG:0.83|POCKET_PIVOT|GAP_FULL:1.0%|RS:+2.0%|RSI_WEAK:47.1|BB_WIDE:0.066,1.44,1.99,1.66,2.99,0.22,-2.55,-0.22,1.99,-0.89,1.66,3.99,1.99,3.54,2.44,3.54
2026-02-23,3062,通信網路業,SURGE_BETA,44,1.74,5.52,1.78,0.85,45.5,26.75,"{'vol_ratio': 6, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.74x|CLOSE_STRONG:0.85|POCKET_PIVOT|GAP_FULL:1.8%|RS:+5.0%|RSI_WEAK:45.5|BB_WIDE:0.134,0.56,-2.43,-0.75,0.19,-1.68,-8.79,-5.61,-5.61,-12.71,-11.78,-9.91,-12.52,-12.71,-10.65,-8.04
2026-02-23,3090,電子零組件業,SURGE_BETA,49,1.82,5.6,1.18,0.69,29.1,98.0999984741211,"{'vol_ratio': 6, 'close_strength': 5, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.82x|CLOSE_HEALTHY:0.69|POCKET_PIVOT|GAP_FULL:1.2%|RS:+5.1%|RSI_WEAK:29.1|BB_SQUEEZE_BREAK:BB:0.124→0.189,2.96,4.49,1.63,-1.43,-4.08,-9.07,-5.1,-5.61,-10.19,-7.24,-5.71,-8.26,-5.81,-3.98,1.94
2026-02-23,3413,半導體業,SURGE_BETA,54,2.27,8.13,4.84,0.82,55.6,312.5,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.27x|CLOSE_STRONG:0.82|POCKET_PIVOT|GAP_FULL:4.8%|RS:+7.6%|RSI_HEALTHY:55.6|BB_WIDE:0.121,-0.64,0.48,1.12,-0.96,-3.2,-7.2,-4.48,-0.8,-5.76,-2.56,-0.8,-2.4,-2.4,-1.44,-3.2
2026-02-23,3583,半導體業,SURGE_BETA,48,2.81,7.8,1.4,0.83,44.3,345.5,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.81x|CLOSE_STRONG:0.83|POCKET_PIVOT|GAP_FULL:1.4%|RS:+7.3%|RSI_WEAK:44.3|BB_WIDE:0.118,3.91,4.2,7.38,6.51,5.5,-1.74,4.2,3.04,-5.93,0.43,7.53,9.99,11.14,17.37,18.09
2026-02-23,4749,半導體業,SURGE_BETA,40,1.78,5.78,0.72,0.9,46.5,878.0,"{'vol_ratio': 6, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 4, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.78x|CLOSE_STRONG:0.90|POCKET_PIVOT|GAP_PARTIAL:0.7%|RS:+5.3%|RSI_WEAK:46.5|BB_WIDE:0.087,2.39,1.94,3.76,3.87,6.04,0.11,10.02,15.6,4.1,4.78,10.93,11.96,5.35,6.26,4.21
2026-02-23,4908,通信網路業,SURGE_BETA,54,9.81,5.43,1.89,0.6,57.7,83.5,"{'vol_ratio': 2, 'close_strength': 2, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 4, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY2|VOL_HYPERCHASE:9.81x|CLOSE_SOFT:0.60|POCKET_PIVOT|GAP_PARTIAL:1.9%|RS:+4.9%|BREAKOUT_20D:83.50>80.20|RSI_HEALTHY:57.7|BB_SQUEEZE_BREAK:BB:0.085→0.167,3.23,2.63,4.31,14.73,25.75,19.04,22.16,16.77,5.15,5.63,13.17,15.93,26.95,25.15,20.36
2026-02-23,6187,半導體業,SURGE_ALPHA,64,4.9,8.7,2.81,0.84,50.6,425.0,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY1|VOL_EXTREME:4.90x|CLOSE_STRONG:0.84|POCKET_PIVOT|GAP_FULL:2.8%|RS:+8.2%|BREAKOUT_20D:425.00>398.00|RSI_WEAK:50.6|BB_SQUEEZE_BREAK:BB:0.063→0.124,10.0,17.18,28.71,32.94,40.94,31.76,40.94,38.82,24.94,25.41,37.88,46.82,60.94,72.24,60.24
2026-02-23,6411,半導體業,SURGE_BETA,44,1.52,6.85,3.24,0.95,39.3,85.80000305175781,"{'vol_ratio': 6, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.52x|CLOSE_STRONG:0.95|POCKET_PIVOT|GAP_FULL:3.2%|RS:+6.4%|RSI_WEAK:39.3|BB_WIDE:0.117,-0.47,-0.23,3.03,2.8,-1.17,-7.93,-4.66,-4.9,-10.61,-8.74,-5.36,-6.88,-6.76,-8.86,-6.18
2026-02-24,2323,光電業,SURGE_BETA,44,1.79,3.76,0.0,0.9,47.3,11.050000190734863,"{'vol_ratio': 6, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.79x|CLOSE_STRONG:0.90|POCKET_PIVOT|RS:+1.0%|RSI_WEAK:47.3|BB_SQUEEZE_BREAK:BB:0.080→0.122,0.45,1.81,1.36,-0.9,-7.69,-4.07,0.0,-5.88,-4.07,2.26,3.17,-4.98,-6.33,-2.71,-0.45
2026-02-24,2413,電子零組件業,SURGE_BETA,44,1.84,9.97,5.81,1.0,50.6,50.20000076293945,"{'vol_ratio': 6, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.84x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_FULL:5.8%|RS:+7.2%|RSI_WEAK:50.6|BB_WIDE:0.293,9.96,13.15,11.55,3.19,-5.98,-1.89,-2.19,-9.96,-7.97,-3.59,-6.08,-7.87,1.2,11.16,17.13
2026-02-24,2428,電子零組件業,SURGE_BETA,52,3.24,3.89,-0.56,0.94,53.8,187.0,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 4}",SURGE_GATE_PASS|SURGE_DAY2|VOL_EXTREME:3.24x|CLOSE_STRONG:0.94|POCKET_PIVOT|RS:+1.1%|BREAKOUT_20D:187.00>183.00|RSI_WEAK:53.8|BB_SQUEEZE_EXPAND:BB:0.074→0.124,1.34,1.34,0.27,-4.28,-9.89,-6.68,-8.56,-15.78,-11.5,-13.64,-15.51,-14.44,-14.44,-12.03,-11.76
2026-02-24,3026,電子零組件業,SURGE_BETA,49,3.33,3.06,0.0,0.73,62.5,118.0,"{'vol_ratio': 7, 'close_strength': 5, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 0, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY2|VOL_EXTREME:3.33x|CLOSE_HEALTHY:0.73|POCKET_PIVOT|RS:+0.3%|BREAKOUT_20D:118.00>114.50|RSI_HEALTHY:62.5|BB_SQUEEZE_BREAK:BB:0.068→0.145,1.69,0.85,-2.54,-3.81,-10.59,-7.63,-7.2,-12.71,-11.02,-9.75,-10.59,-8.47,-8.47,-4.24,0.0
2026-02-24,3450,半導體業,SURGE_ALPHA,61,3.17,6.26,1.71,0.79,53.8,280.0,"{'vol_ratio': 7, 'close_strength': 5, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY2|VOL_EXTREME:3.17x|CLOSE_HEALTHY:0.79|POCKET_PIVOT|GAP_FULL:1.7%|RS:+3.5%|BREAKOUT_20D:280.00>271.50|RSI_WEAK:53.8|BB_SQUEEZE_BREAK:BB:0.072→0.138,0.54,10.54,8.57,19.29,7.5,2.5,0.89,-9.11,-11.43,-2.68,-1.96,0.36,3.39,0.0,0.18
2026-02-24,3583,半導體業,SURGE_ALPHA,58,4.19,3.91,0.72,0.68,56.0,359.0,"{'vol_ratio': 7, 'close_strength': 5, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 4, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 4}",SURGE_GATE_PASS|SURGE_DAY2|VOL_EXTREME:4.19x|CLOSE_HEALTHY:0.68|POCKET_PIVOT|GAP_PARTIAL:0.7%|RS:+1.2%|BREAKOUT_20D:359.00>355.50|RSI_HEALTHY:56.0|BB_SQUEEZE_EXPAND:BB:0.112→0.146,0.28,3.34,2.51,1.53,-5.43,0.28,-0.84,-9.47,-3.34,3.48,5.85,6.96,12.95,13.65,16.3
2026-02-24,3714,光電業,SURGE_BETA,45,1.77,3.78,0.54,1.0,57.9,38.400001525878906,"{'vol_ratio': 6, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 4, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.77x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_PARTIAL:0.5%|RS:+1.0%|RSI_HEALTHY:57.9|BB_WIDE:0.107,-0.52,-0.78,0.91,-0.78,-4.95,-0.13,1.95,-3.26,-2.34,3.39,13.67,11.33,22.4,25.39,22.92
2026-02-24,4909,通信網路業,SURGE_BETA,49,3.08,9.08,0.52,0.92,39.7,62.5,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 4, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY1|VOL_EXTREME:3.08x|CLOSE_STRONG:0.92|POCKET_PIVOT|GAP_PARTIAL:0.5%|RS:+6.3%|RSI_WEAK:39.7|BB_SQUEEZE_BREAK:BB:0.164→0.248,-3.52,1.6,11.68,11.04,4.48,2.72,4.8,-0.64,0.8,0.8,-0.8,-2.56,0.0,1.92,-1.12
2026-02-24,5291,電子零組件業,SURGE_BETA,40,2.41,9.95,-0.5,1.0,53.1,44.20000076293945,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.41x|CLOSE_STRONG:1.00|POCKET_PIVOT|RS:+7.2%|RSI_WEAK:53.1|BB_WIDE:0.268,9.95,20.81,32.81,23.98,13.12,24.43,26.7,23.76,17.19,19.91,15.84,20.14,32.13,25.34,25.34
2026-02-24,5328,電子零組件業,SURGE_BETA,45,3.04,9.89,4.48,1.0,41.4,29.450000762939453,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_EXTREME:3.04x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_FULL:4.5%|RS:+7.1%|RSI_WEAK:41.4|BB_WIDE:0.400,-2.21,-0.68,-3.06,-6.45,-15.28,-6.96,-9.68,-13.58,-11.88,-10.7,-12.9,-9.0,-5.43,-2.21,-2.04
2026-02-24,6187,半導體業,SURGE_ALPHA,61,4.06,10.0,0.24,1.0,61.9,467.5,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY2|VOL_EXTREME:4.06x|CLOSE_STRONG:1.00|POCKET_PIVOT|RS:+7.3%|BREAKOUT_20D:467.50>429.50|RSI_HEALTHY:61.9|BB_SQUEEZE_BREAK:BB:0.063→0.225,6.52,17.01,20.86,28.13,19.79,28.13,26.2,13.58,14.01,25.35,33.48,46.31,56.58,45.67,49.73
2026-02-24,6261,半導體業,SURGE_BETA,41,2.27,2.72,-0.41,0.82,61.3,75.5,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 0, 'breakout_20d': 0, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 4}",SURGE_GATE_PASS|SURGE_DAY2|VOL_IDEAL:2.27x|CLOSE_STRONG:0.82|POCKET_PIVOT|RS:-0.0%|RSI_HEALTHY:61.3|BB_SQUEEZE_EXPAND:BB:0.050→0.071,0.13,-0.4,-1.46,-1.46,-4.37,-3.05,-1.32,-7.15,-13.77,-11.92,-9.67,-11.26,-10.6,-10.46,-9.67
